Census Year,CountyFIPSCode,Economic Development Region,Workforce Development Area,County Name,County Code,Age Range,Gender,Total Population,No High School Diploma,High School Diploma Or Equivalent,Some College No Degree,Associate's Degree,Bachelor's Degree,Graduate or Professional Degree,BachelorDegreeAndMore,Total Post-Secondary Degrees,latitude,longitude
01/01/2013 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Male,7087,528,2979,1308,520,1443,309,1752,2272,40.4855502,-78.3490769
01/01/2014 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Male,7096,597,3111,1184,504,1393,307,1700,2204,40.4855502,-78.3490769
01/01/2012 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Male,7149,548,3073,1369,472,1408,279,1687,2159,40.4855502,-78.3490769
01/01/2010 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Male,7176,486,3201,1330,742,1145,272,1417,2159,40.4855502,-78.3490769
01/01/2011 12:00:00 AM,42013,Southwest,Southern Alleghenies WDA,Blair,7,25 to 34 Years,Male,7095,516,3088,1355,593,1326,217,1543,2136,40.4855502,-78.3490769
01/01/2015 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Male,166710,8340,52713,27786,16029,35686,26156,61842,77871,40.4673554,-79.9861984
01/01/2013 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Male,167438,8842,54394,28189,14944,34923,26146,61069,76013,40.4673554,-79.9861984
01/01/2016 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Male,164887,8425,51012,27658,15597,36168,26027,62195,77792,40.4673554,-79.9861984
01/01/2012 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Male,167006,8467,54517,28608,14495,35042,25877,60919,75414,40.4673554,-79.9861984
01/01/2011 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Male,166050,9051,54408,28434,14002,34345,25810,60155,74157,40.4673554,-79.9861984
01/01/2014 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Male,167346,8392,53701,28247,15689,35517,25800,61317,77006,40.4673554,-79.9861984
01/01/2016 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Female,178497,7745,53470,32422,22236,37123,25501,62624,84860,40.4673554,-79.9861984
01/01/2010 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Male,164141,9214,52917,28401,14008,34122,25479,59601,73609,40.4673554,-79.9861984
01/01/2015 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Female,180580,7750,56080,32958,21659,36677,25456,62133,83792,40.4673554,-79.9861984
01/01/2014 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Female,181609,8093,57025,33742,21050,36664,25035,61699,82749,40.4673554,-79.9861984
01/01/2013 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Female,181888,8039,58357,34484,21492,35461,24055,59516,81008,40.4673554,-79.9861984
01/01/2011 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Female,180745,8165,61089,33670,20205,33561,24055,57616,77821,40.4673554,-79.9861984
01/01/2012 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Female,181565,7789,59884,34233,20975,34907,23777,58684,79659,40.4673554,-79.9861984
01/01/2010 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,45 to 64 Years,Female,179046,8485,62552,33452,19131,31699,23727,55426,74557,40.4673554,-79.9861984
01/01/2016 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Female,89871,3327,12459,14025,9331,31146,19583,50729,60060,40.4673554,-79.9861984
01/01/2015 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Female,87997,3244,12362,14470,9081,29831,19009,48840,57921,40.4673554,-79.9861984
01/01/2014 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Female,85341,3088,12303,14533,9324,28381,17712,46093,55417,40.4673554,-79.9861984
01/01/2013 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Female,82642,3321,11844,14530,9009,27065,16873,43938,52947,40.4673554,-79.9861984
01/01/2016 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Female,70421,2465,11792,11287,9019,19509,16349,35858,44877,40.4673554,-79.9861984
01/01/2012 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Female,79734,3055,11458,14452,8759,26007,16003,42010,50769,40.4673554,-79.9861984
01/01/2015 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Female,71077,2725,12915,12039,9045,18711,15642,34353,43398,40.4673554,-79.9861984
01/01/2016 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Male,92241,3390,17899,15830,8788,31324,15010,46334,55122,40.4673554,-79.9861984
01/01/2014 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Female,71716,2518,13813,12251,9020,19112,15002,34114,43134,40.4673554,-79.9861984
01/01/2011 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Female,77592,3309,11972,13621,8613,25125,14952,40077,48690,40.4673554,-79.9861984
01/01/2015 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Male,89908,3781,17942,16045,8758,28950,14432,43382,52140,40.4673554,-79.9861984
01/01/2013 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Female,72741,2716,14804,12748,8696,19390,14387,33777,42473,40.4673554,-79.9861984
01/01/2010 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Female,75960,3437,12259,12917,8707,24775,13865,38640,47347,40.4673554,-79.9861984
01/01/2014 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Male,86973,3586,17547,16451,8041,27796,13552,41348,49389,40.4673554,-79.9861984
01/01/2012 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Female,74291,2819,15939,13400,9080,19568,13485,33053,42133,40.4673554,-79.9861984
01/01/2016 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Male,70118,2960,15444,11524,7753,19011,13426,32437,40190,40.4673554,-79.9861984
01/01/2015 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Male,70442,3228,16674,11523,7857,18055,13105,31160,39017,40.4673554,-79.9861984
01/01/2014 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Male,70719,3155,17628,11609,7596,17722,13009,30731,38327,40.4673554,-79.9861984
01/01/2013 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Male,71248,3007,18318,11882,7363,17822,12856,30678,38041,40.4673554,-79.9861984
01/01/2011 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Female,76350,2931,17468,13729,9280,20138,12804,32942,42222,40.4673554,-79.9861984
01/01/2013 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Male,83777,3462,17238,16184,8183,25915,12795,38710,46893,40.4673554,-79.9861984
01/01/2010 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Male,75396,3268,20940,11954,7054,19581,12599,32180,39234,40.4673554,-79.9861984
01/01/2011 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Male,73639,3171,20023,12242,6813,18842,12548,31390,38203,40.4673554,-79.9861984
01/01/2012 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Male,80497,3284,16902,15771,8481,23610,12449,36059,44540,40.4673554,-79.9861984
01/01/2010 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Female,78718,2908,19150,13984,9669,20588,12419,33007,42676,40.4673554,-79.9861984
01/01/2012 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,35 to 44 Years,Male,72219,3010,19167,12364,6982,18304,12392,30696,37678,40.4673554,-79.9861984
01/01/2011 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Male,78161,3515,17294,14914,7811,22588,12039,34627,42438,40.4673554,-79.9861984
01/01/2010 12:00:00 AM,42003,Southwest,Three Rivers WDA,Allegheny,2,25 to 34 Years,Male,76404,3190,16834,14316,8015,22734,11315,34049,42064,40.4673554,-79.9861984
01/01/2016 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Male,36779,3744,12741,6385,2987,6256,4666,10922,13909,40.4197464,-76.7796057
01/01/2013 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Male,37102,3537,13587,6105,2685,6540,4648,11188,13873,40.4197464,-76.7796057
01/01/2014 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Male,37147,3966,13477,5908,2839,6414,4543,10957,13796,40.4197464,-76.7796057
01/01/2015 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Male,37095,4064,13368,6127,2845,6173,4518,10691,13536,40.4197464,-76.7796057
01/01/2012 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Male,36900,3636,13486,5982,2843,6536,4417,10953,13796,40.4197464,-76.7796057
01/01/2010 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Male,35936,2935,13237,5565,2659,7127,4413,11540,14199,40.4197464,-76.7796057
01/01/2013 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Female,39876,3304,15320,7217,3845,5791,4399,10190,14035,40.4197464,-76.7796057
01/01/2011 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Male,36572,3263,13821,5735,2711,6760,4282,11042,13753,40.4197464,-76.7796057
01/01/2012 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Female,39575,3387,15568,6955,3884,5528,4253,9781,13665,40.4197464,-76.7796057
01/01/2014 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Female,39957,3434,14980,7383,3927,6008,4225,10233,14160,40.4197464,-76.7796057
01/01/2011 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Female,39162,3308,15919,6800,3647,5378,4110,9488,13135,40.4197464,-76.7796057
01/01/2015 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Female,39890,3318,14629,7433,4110,6325,4075,10400,14510,40.4197464,-76.7796057
01/01/2016 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Female,39605,3205,13881,7240,4253,6992,4034,11026,15279,40.4197464,-76.7796057
01/01/2010 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,45 to 64 Years,Female,38425,3430,15370,6321,3779,5565,3960,9525,13304,40.4197464,-76.7796057
01/01/2014 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Female,18366,1583,4225,3662,1935,4614,2347,6961,8896,40.4197464,-76.7796057
01/01/2013 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Female,18158,1295,4104,3560,2006,4852,2341,7193,9199,40.4197464,-76.7796057
01/01/2015 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Female,18499,1683,4208,3429,1890,4951,2338,7289,9179,40.4197464,-76.7796057
01/01/2016 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Female,16735,1344,4848,2986,1999,3267,2291,5558,7557,40.4197464,-76.7796057
01/01/2016 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Female,18671,1713,4300,3440,1779,5154,2285,7439,9218,40.4197464,-76.7796057
01/01/2012 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Female,17859,1256,4251,3523,1830,4783,2216,6999,8829,40.4197464,-76.7796057
01/01/2014 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Female,16933,1113,4915,3346,1987,3422,2150,5572,7559,40.4197464,-76.7796057
01/01/2015 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Female,16875,1292,4852,3290,2076,3272,2093,5365,7441,40.4197464,-76.7796057
01/01/2013 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Female,17144,1115,5198,3251,1804,3691,2085,5776,7580,40.4197464,-76.7796057
01/01/2010 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Female,18381,1330,6118,3371,2050,3501,2011,5512,7562,40.4197464,-76.7796057
01/01/2011 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Female,17572,1307,4384,3485,1776,4667,1953,6620,8396,40.4197464,-76.7796057
01/01/2011 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Female,17945,1249,5521,3587,2059,3627,1902,5529,7588,40.4197464,-76.7796057
01/01/2010 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Male,17721,1833,6415,3199,1121,3257,1896,5153,6274,40.4197464,-76.7796057
01/01/2012 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Male,17043,1667,5671,3176,1323,3324,1882,5206,6529,40.4197464,-76.7796057
01/01/2011 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Male,17416,1733,6118,3115,1287,3292,1871,5163,6450,40.4197464,-76.7796057
01/01/2016 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Male,16147,1537,4723,2983,1586,3454,1864,5318,6904,40.4197464,-76.7796057
01/01/2016 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Male,18294,2153,5431,3488,1438,3935,1849,5784,7222,40.4197464,-76.7796057
01/01/2015 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Male,17983,1946,5282,3480,1485,3955,1835,5790,7275,40.4197464,-76.7796057
01/01/2012 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Female,17503,1118,5359,3504,2034,3665,1823,5488,7522,40.4197464,-76.7796057
01/01/2013 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Male,16772,1687,5310,3135,1373,3448,1819,5267,6640,40.4197464,-76.7796057
01/01/2014 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Male,17718,1886,5273,3523,1435,3795,1806,5601,7036,40.4197464,-76.7796057
01/01/2013 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Male,17455,1812,5081,3499,1326,3958,1779,5737,7063,40.4197464,-76.7796057
01/01/2010 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Female,17287,1270,4405,3365,1815,4687,1745,6432,8247,40.4197464,-76.7796057
01/01/2014 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Male,16531,1557,5180,2967,1512,3622,1693,5315,6827,40.4197464,-76.7796057
01/01/2015 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,35 to 44 Years,Male,16351,1555,4987,2944,1539,3646,1680,5326,6865,40.4197464,-76.7796057
01/01/2011 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Male,16809,1663,4974,3728,1251,3590,1603,5193,6444,40.4197464,-76.7796057
01/01/2012 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Male,17139,1748,5143,3442,1407,3804,1595,5399,6806,40.4197464,-76.7796057
01/01/2010 12:00:00 AM,42043,Central,South Central WDA,Dauphin,22,25 to 34 Years,Male,16551,1633,5183,3729,1155,3450,1401,4851,6006,40.4197464,-76.7796057
01/01/2016 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Female,57621,5651,22742,9556,5060,8859,5753,14612,19672,40.4193964,-75.9307733
01/01/2015 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Female,57697,5852,23300,9302,5162,8606,5475,14081,19243,40.4193964,-75.9307733
01/01/2014 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Female,57534,6368,23326,9465,4557,8440,5378,13818,18375,40.4193964,-75.9307733
01/01/2013 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Female,57206,6327,23383,9767,4448,7960,5321,13281,17729,40.4193964,-75.9307733
01/01/2012 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Female,56576,5978,23384,10102,4069,7894,5149,13043,17112,40.4193964,-75.9307733
01/01/2011 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Female,55743,6071,23321,9445,4075,7908,4923,12831,16906,40.4193964,-75.9307733
01/01/2010 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Female,54615,6313,23251,8768,3728,7809,4746,12555,16283,40.4193964,-75.9307733
01/01/2010 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Male,53656,7408,21811,8532,3570,7621,4714,12335,15905,40.4193964,-75.9307733
01/01/2016 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Male,56474,7400,23558,8388,3856,8642,4630,13272,17128,40.4193964,-75.9307733
01/01/2011 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Male,54759,7338,22690,8847,3466,7820,4598,12418,15884,40.4193964,-75.9307733
01/01/2014 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Male,56572,7261,24121,8622,3842,8228,4498,12726,16568,40.4193964,-75.9307733
01/01/2012 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Male,55511,7255,23361,8768,3453,8213,4461,12674,16127,40.4193964,-75.9307733
01/01/2015 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Male,56687,7506,24355,8444,3611,8397,4374,12771,16382,40.4193964,-75.9307733
01/01/2013 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,45 to 64 Years,Male,56190,7278,23853,8696,3756,8309,4298,12607,16363,40.4193964,-75.9307733
01/01/2016 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Female,25041,3108,6420,4354,3208,5103,2848,7951,11159,40.4193964,-75.9307733
01/01/2015 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Female,25516,2901,6958,4520,3175,5415,2547,7962,11137,40.4193964,-75.9307733
01/01/2014 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Female,26028,3042,7478,4585,3167,5320,2436,7756,10923,40.4193964,-75.9307733
01/01/2013 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Female,26675,2895,8292,4751,3196,5121,2420,7541,10737,40.4193964,-75.9307733
01/01/2016 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Female,24543,2859,6086,5555,2631,5039,2373,7412,10043,40.4193964,-75.9307733
01/01/2012 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Female,27420,2965,8730,5117,3120,5146,2342,7488,10608,40.4193964,-75.9307733
01/01/2015 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Female,24309,2924,6087,5315,2613,5054,2316,7370,9983,40.4193964,-75.9307733
01/01/2014 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Female,23908,2988,6372,4918,2268,5134,2228,7362,9630,40.4193964,-75.9307733
01/01/2011 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Female,28115,3019,9248,5365,3056,5208,2219,7427,10483,40.4193964,-75.9307733
01/01/2013 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Female,23557,2808,6303,4790,2347,5150,2159,7309,9656,40.4193964,-75.9307733
01/01/2012 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Female,23305,2836,5542,5035,2351,5436,2105,7541,9892,40.4193964,-75.9307733
01/01/2016 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Male,24224,3569,8466,3756,2249,4081,2103,6184,8433,40.4193964,-75.9307733
01/01/2011 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Female,23174,2849,5784,4675,2364,5425,2077,7502,9866,40.4193964,-75.9307733
01/01/2010 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Female,28772,3080,9933,5629,3106,4954,2070,7024,10130,40.4193964,-75.9307733
01/01/2015 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Male,24745,3780,8511,3980,2224,4180,2070,6250,8474,40.4193964,-75.9307733
01/01/2013 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Male,25735,3994,9295,4075,1903,4455,2013,6468,8371,40.4193964,-75.9307733
01/01/2014 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Male,25188,3913,8871,4161,2053,4183,2007,6190,8243,40.4193964,-75.9307733
01/01/2012 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Male,26527,3926,9755,4210,2140,4499,1997,6496,8636,40.4193964,-75.9307733
01/01/2010 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Male,28081,3884,11206,4323,2213,4514,1941,6455,8668,40.4193964,-75.9307733
01/01/2011 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,35 to 44 Years,Male,27340,3860,10505,4364,2117,4641,1853,6494,8611,40.4193964,-75.9307733
01/01/2010 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Female,23123,2821,6024,4718,2250,5491,1819,7310,9560,40.4193964,-75.9307733
01/01/2016 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Male,24553,3107,8994,4581,2302,4399,1170,5569,7871,40.4193964,-75.9307733
01/01/2015 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Male,24043,3189,8323,4475,2407,4508,1141,5649,8056,40.4193964,-75.9307733
01/01/2013 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Male,23305,3559,8459,4237,2151,3801,1098,4899,7050,40.4193964,-75.9307733
01/01/2014 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Male,23704,3596,8410,4177,2243,4200,1078,5278,7521,40.4193964,-75.9307733
01/01/2010 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Male,22764,3659,8331,4017,1752,4022,983,5005,6757,40.4193964,-75.9307733
01/01/2012 12:00:00 AM,42011,Lehigh Valley,Berks County WDA,Berks,6,25 to 34 Years,Male,23011,3678,8039,4230,2040,4080,944,5024,7064,40.4193964,-75.9307733
