"","X","year","rank","city","growth","workers","company","state","revenue","yrs_on_list","industry","metro","longitude","latitude","street.address","url","zip","founded"
"390",351,2010,4035,"King of Prussia",31.8403,92,"American Reading Company","PA",19105795,3,"Education","Philadelphia",-75.3809,40.08,NA,0,0,0
"391",241,2010,1169,"Radnor",255.4529,555,"QlikTech","PA",157359000,4,"Software","Philadelphia",-75.3658,40.04,NA,0,0,0
"392",353,2010,4069,"King of Prussia",30.8855,250,"MedRisk","PA",109409117,11,"Insurance","Philadelphia",-75.3449,40.08,NA,0,0,0
"393",305,2010,2834,"Harrisburg",78.3054,45,"Aaron's(1)","PA",8834368,2,"Retail","Harrisburg-Carlisle, PA",-75.3307,40.13,NA,0,0,0
"394",250,2010,1379,"Clifton Heights",210.8125,49,"ProfitPoint","PA",12430956,3,"Financial Services","Philadelphia",-75.3195,39.97,NA,0,0,0
"395",387,2010,4795,"Conshohocken",9.3561,0,"Rumsey Electric","PA",172249000,3,"Business Products & Services","Philadelphia",-75.3109,40.08,NA,0,0,0
"396",390,2010,4839,"Haverford",7.8982,82,"Staffing Plus","PA",29071000,1,"Human Resources","Philadelphia",-75.3083,40.02,NA,0,0,0
"397",349,2010,3956,"Bethlehem",33.9807,50,"I&I Software","PA",4986890,7,"IT Services","Allentown-Bethlehem-Easton, PA-NJ",-75.2973,40.66,NA,0,0,0
"398",386,2010,4757,"Newtown",NA,358,"Norman's Gift Shops(1)","PA",0,1,"Retail","Philadelphia",-75.2969,39.92,NA,0,0,0
"399",386,2010,4757,"Newtown",NA,358,"Norman's Gift Shops(5)","PA",0,1,"Retail","Philadelphia",-75.2908,40.17,NA,0,0,0
"400",303,2010,2808,"Bryn Mawr",80.1015,21,"Visiting Angels(4)","PA",9585000,4,"Health","Philadelphia",-75.2864,40.24,NA,0,0,0
"401",305,2010,2834,"Harrisburg",78.3054,45,"Aaron's(2)","PA",8834368,2,"Retail","Harrisburg-Carlisle, PA",-75.2843,39.9,NA,0,0,0
"402",370,2010,4372,"Erdenheim",21.8335,56,"Griswold International","PA",33238445,1,"Health","Philadelphia",-75.2084,40.69,NA,0,0,0
"403",385,2010,4731,"Philadelphia",11.5226,488,"Ballard Spahr Andrews & Ingersoll","PA",2.71e+08,1,"Business Products & Services","Philadelphia",-75.1765,39.95,NA,0,0,0
"404",382,2010,4672,"Philadelphia",13.3333,700,"Team Clean","PA",1.7e+07,1,"Business Products & Services","Philadelphia",-75.1745,39.89,NA,0,0,0
"405",381,2010,4668,"Philadelphia",13.3803,490,"Blank Rome","PA",3.22e+08,1,"Business Products & Services","Philadelphia",-75.1706,39.96,NA,0,0,0
"406",330,2010,3455,"Philadelphia",51.8293,621,"Drinker Biddle","PA",373500000,2,"Business Products & Services","Philadelphia",-75.1705,39.96,NA,0,0,0
"407",358,2010,4147,"Philadelphia",28.5714,484,"Pepper Hamilton","PA",3.33e+08,2,"Business Products & Services","Philadelphia",-75.1699,39.96,NA,0,0,0
"408",338,2010,3606,"Pittsburgh",46.2733,1427,"Reed Smith","PA",9.42e+08,2,"Business Products & Services","Pittsburgh, PA",-75.1689,39.96,NA,0,0,0
"409",347,2010,3944,"Philadelphia",34.3978,49,"A. Pomerantz & Co.","PA",42547252,1,"Business Products & Services","Philadelphia",-75.1658,39.95,NA,0,0,0
"410",384,2010,4728,"East Stroudsburg",11.5983,55,"Vigon International","PA",36423199,7,"Manufacturing","East Stroudsburg, PA",-75.156,41.03,NA,0,0,0
"411",291,2010,2580,"Philadelphia",91.2197,24,"Azavea","PA",2180126,2,"Software","Philadelphia",-75.1542,39.96,NA,0,0,0
"412",362,2010,4196,"Warrington",27.2362,28,"SnapCab","PA",6148681,8,"Manufacturing","Philadelphia",-75.1429,40.22,NA,0,0,0
"413",261,2010,1846,"Horsham",148.2402,38,"Interactive Solutions (Horsham, PA)","PA",2895000,2,"Financial Services","Philadelphia",-75.1338,40.18,NA,0,0,0
"414",369,2010,4368,"Willow Grove",21.9317,1800,"AnswerNet","PA",49675075,1,"Telecommunications","Philadelphia",-75.1322,40.16,NA,0,0,0
"415",305,2010,2834,"Harrisburg",78.3054,45,"Aaron's(3)","PA",8834368,2,"Retail","Harrisburg-Carlisle, PA",-75.1088,40.04,NA,0,0,0
"416",305,2010,2834,"Harrisburg",78.3054,45,"Aaron's(4)","PA",8834368,2,"Retail","Harrisburg-Carlisle, PA",-75.108,40.17,NA,0,0,0
"417",332,2010,3515,"Bensalem",49.4089,22,"Atlantic Maintenance Services","PA",2169851,2,"Construction","Philadelphia",-74.9793,40.06,NA,0,0,0
"418",242,2010,1180,"Langhorne",252.0536,30,"RideSafely.com","PA",33875562,4,"Consumer Products & Services","Philadelphia",-74.9791,40.12,NA,0,0,0
"419",377,2010,4561,"Bensalem",16.671,46,"Advanced Lubrication Specialties","PA",108969601,3,"Manufacturing","Philadelphia",-74.9433,40.07,NA,0,0,0
"420",238,2010,1129,"King of Prussia",266.2093,20,"Expert Service Providers","PA",2344600,1,"Telecommunications","Philadelphia",-74.9277,40.09,NA,0,0,0
"421",386,2010,4757,"Newtown",NA,358,"Norman's Gift Shops(4)","PA",0,1,"Retail","Philadelphia",-74.9126,39.97,NA,0,0,0
"422",296,2010,2639,"Newtown",88.4007,57,"mPower Software Services","PA",9114344,1,"IT Services","Philadelphia",-74.9125,40.23,NA,0,0,0
"423",223,2010,552,"Trevose",556.6699,24,"PharMethod","PA",2530300,1,"Health","Philadelphia",-74.8991,40.18,NA,0,0,0
"424",386,2010,4757,"Newtown",NA,358,"Norman's Gift Shops(3)","PA",0,1,"Retail","Philadelphia",-74.8795,40.18,NA,0,0,0
"425",379,2010,4614,"Philadelphia",15.156,613,"Duane Morris","PA",387500000,3,"Business Products & Services","Philadelphia",-74.8705,40.18,NA,0,0,0
"426",63,2009,1702,"Pittsburgh",187.3208,22,"Guru.com","PA",23585000,3,"Business Products & Services","Pittsburgh, PA",-79.945,40.46,NA,0,0,0
"427",83,2009,2088,"Export",152.3979,30,"Maverick Dental Laboratories","PA",5771090,1,"Health","Pittsburgh, PA",-79.7153,40.43,NA,0,0,0
"428",86,2009,2184,"Mt. Pleasant",144.6399,15,"80sTees.com","PA",10595015,1,"Retail","Pittsburgh, PA",-79.5628,40.19,NA,0,0,0
"429",64,2009,1719,"Somerset",185.1452,45,"Guy Chemical","PA",15601733,2,"Manufacturing","Somerset, PA",-78.9908,39.99,NA,0,0,0
"430",19,2009,608,"Philipsburg",448.3383,96,"QBC Diagnostics","PA",10501430,1,"Health","State College, PA",-78.0455,40.81,NA,0,0,0
"431",193,2009,4628,"Mechanicsburg",24.28,7,"recoupIT","PA",6846375,2,"Computer Hardware","Harrisburg-Carlisle, PA",-77.0304,40.21,NA,0,0,0
"432",119,2009,2987,"Harrisburg",92.8382,31,"Higher Information Group","PA",7270000,2,"Business Products & Services","Harrisburg-Carlisle, PA",-76.7836,40.33,NA,0,0,0
"433",183,2009,4418,"Lititz",34.5589,17,"Lancaster County Timber Frames","PA",2525174,2,"Construction","Lancaster, PA",-76.5661,39.97,NA,0,0,0
"434",182,2009,4395,"Philadelphia",35.2987,140,"The Richardson Group","PA",27080557,3,"Education","Philadelphia",-76.3058,40.06,NA,0,0,0
"435",16,2009,583,"Lancaster",464.7446,52,"Nxtbook Media","PA",6671735,2,"Software","Reading, PA",-76.2954,40.05,NA,0,0,0
"436",181,2009,4393,"Harrisburg",35.4941,95,"Journal Multimedia","PA",12456913,7,"Media","Harrisburg-Carlisle, PA",-76.2467,40.04,NA,0,0,0
"437",209,2009,9999,"Lancaster",948.6607,43,"Paramount Contracting","PA",7047000,1,"Construction","Lancaster, PA",-76.2096,40.04,NA,0,0,0
"438",120,2009,3002,"Shavertown",91.81,140,"Solid Cactus","PA",22399334,3,"Advertising & Marketing","Scranton--Wilkes-Barre, PA",-75.9601,41.05,NA,0,0,0
"439",92,2009,2307,"Coatesville",133.6784,2,"New Light Learning and Development Inc.","PA",376963,1,"Education","Philadelphia",-75.9322,40.02,NA,0,0,0
"440",29,2009,969,"Reading",316.1103,10,"Chris Talarico & Associates","PA",12305448,2,"Human Resources","Reading, PA",-75.9292,40.35,NA,0,0,0
"441",58,2009,1591,"Wilkes-Barre",200.6913,125,"Cavanaugh Electrical Contracting","PA",21529302,2,"Construction","Scranton--Wilkes-Barre, PA",-75.9219,41.21,NA,0,0,0
"442",174,2009,4312,"Pottstown",38.4831,120,"Traffic Planning and Design(4)","PA",14789703,3,"Engineering","Philadelphia",-75.8293,39.61,NA,0,0,0
"443",184,2009,4464,"Kennett Square",32.8245,10,"International WIN","PA",2075706,2,"Health","Philadelphia",-75.7226,39.85,NA,0,0,0
"444",201,2009,4792,"Kennett Square",14.5983,8,"Weaver & Holihan","PA",2270098,3,"Advertising & Marketing","Philadelphia",-75.7133,39.85,NA,0,0,0
"445",45,2009,1373,"Kennett Square",232.5443,34,"Receivable Recovery Solutions","PA",2855741,1,"Health","Philadelphia",-75.7049,39.85,NA,0,0,0
"446",91,2009,2261,"Hummelstown",138.0991,58,"Arcus Design Group(2)","PA",22062459,4,"Human Resources","Harrisburg-Carlisle, PA",-75.6758,40.06,NA,0,0,0
"447",200,2009,4779,"Temple",15.342,43,"L&J Transportation","PA",4913192,2,"Logistics & Transportation","Reading, PA",-75.6638,40.24,NA,0,0,0
"448",109,2009,2774,"Boyertown",103.5093,42,"Sealstrip","PA",8765691,1,"Manufacturing","Reading, PA",-75.6196,40.33,NA,0,0,0
"449",169,2009,4179,"Gilbertsville",43.3063,47,"S&W Metal Products","PA",13793520,2,"Manufacturing","Philadelphia",-75.6186,40.34,NA,0,0,0
"450",174,2009,4312,"Pottstown",38.4831,120,"Traffic Planning and Design(1)","PA",14789703,3,"Engineering","Philadelphia",-75.5905,39.99,NA,0,0,0
"451",174,2009,4312,"Pottstown",38.4831,120,"Traffic Planning and Design(2)","PA",14789703,3,"Engineering","Philadelphia",-75.59,40.24,NA,0,0,0
"452",52,2009,1483,"Bala Cynwyd",216.6961,70,"Keystone Property Group(2)","PA",50761629,2,"Real Estate","Philadelphia",-75.5482,39.75,NA,0,0,0
"453",106,2009,2647,"Erie",111.7987,110,"Logistics Plus","PA",67690828,3,"Logistics & Transportation","Erie, PA",-75.5456,39.69,NA,0,0,0
"454",69,2009,1817,"Malvern",175.3,150,"DSG","PA",32122000,3,"Health","Philadelphia",-75.5423,40.06,NA,0,0,0
"455",185,2009,4503,"Mayfield",30.8414,148,"P. A. Hutchison","PA",23562916,3,"Media","Scranton--Wilkes-Barre, PA",-75.5413,41.54,NA,0,0,0
"456",97,2009,2428,"West Conshohocken",124.3442,191,"Cadient Group","PA",28527739,3,"Advertising & Marketing","Philadelphia",-75.516,40.06,NA,0,0,0
"457",91,2009,2261,"Hummelstown",138.0991,58,"Arcus Design Group(1)","PA",22062459,4,"Human Resources","Harrisburg-Carlisle, PA",-75.5101,40.04,NA,0,0,0
"458",59,2009,1607,"Dickson City",199.146,86,"SCE Environmental Group","PA",15667600,2,"Environmental Services","Scranton--Wilkes-Barre, PA",-75.4882,41.41,NA,0,0,0
"459",114,2009,2903,"Media",96.4003,125,"Relevante(1)","PA",6678492,3,"Financial Services","Philadelphia",-75.4718,40.06,NA,0,0,0
"460",114,2009,2903,"Media",96.4003,125,"Relevante(2)","PA",6678492,3,"Financial Services","Philadelphia",-75.4688,40.06,NA,0,0,0
"461",173,2009,4292,"Boothwyn",39.1062,16,"Priority Archives","PA",2103841,1,"Business Products & Services","Philadelphia",-75.4488,39.85,NA,0,0,0
"462",202,2009,4795,"Aston",14.4259,87,"Topp Portable Air","PA",21043254,2,"Manufacturing","Philadelphia",-75.4409,39.87,NA,0,0,0
"463",8,2009,390,"West Hazleton",655.7359,2,"RAC Enterprise","PA",4797472,2,"Retail","Scranton--Wilkes-Barre, PA",-75.4379,39.91,NA,0,0,0
"464",121,2009,3035,"Wayne",90.1651,12,"Assigned Counsel","PA",6683718,2,"Human Resources","Philadelphia",-75.4289,40.07,NA,0,0,0
"465",53,2009,1493,"Wayne",214.6081,9,"Direct Choice","PA",8441922,3,"Advertising & Marketing","Philadelphia",-75.4186,40.08,NA,0,0,0
"466",142,2009,3543,"Wayne",67.711,66,"Tunnell Consulting","PA",47443606,3,"Business Products & Services","Philadelphia",-75.409,40.1,NA,0,0,0
"467",199,2009,4762,"King of Prussia",16.9442,34,"Smooth Fitness","PA",26192000,3,"Retail","Philadelphia",-75.4061,40.1,NA,0,0,0
"468",129,2009,3273,"King of Prussia",78.7918,20,"Kershner Office Furniture","PA",7161291,3,"Business Products & Services","Philadelphia",-75.4013,40.1,NA,0,0,0
"469",15,2009,574,"Media",468.1465,26,"Ferrilli Information Group","PA",2716547,1,"Education","Philadelphia",-75.3959,39.92,NA,0,0,0
"470",52,2009,1483,"Bala Cynwyd",216.6961,70,"Keystone Property Group(1)","PA",50761629,2,"Real Estate","Philadelphia",-75.3914,39.94,NA,0,0,0
"471",52,2009,1483,"Bala Cynwyd",216.6961,70,"Keystone Property Group(4)","PA",50761629,2,"Real Estate","Philadelphia",-75.3298,40.15,NA,0,0,0
"472",103,2009,2580,"Sellersville",115.4564,70,"Exida","PA",10297484,1,"Business Products & Services","Philadelphia",-75.3099,40.36,NA,0,0,0
"473",37,2009,1185,"King of Prussia",267.4361,350,"HighPoint Solutions","PA",51398000,1,"IT Services","Philadelphia",-75.305,40.14,NA,0,0,0
"474",105,2009,2596,"Conshohocken",114.3907,32,"JK Associates","PA",9240733,1,"Health","Philadelphia",-75.2887,40.08,NA,0,0,0
"475",165,2009,4077,"Blue Bell",47.7027,12,"The Carney Group","PA",6240796,4,"Human Resources","Philadelphia",-75.2851,40.15,NA,0,0,0
"476",66,2009,1743,"Blue Bell",182.1324,44,"Corporate Call Center","PA",12728085,3,"Telecommunications","Philadelphia",-75.284,40.15,NA,0,0,0
"477",52,2009,1483,"Bala Cynwyd",216.6961,70,"Keystone Property Group(3)","PA",50761629,2,"Real Estate","Philadelphia",-75.2802,40.13,NA,0,0,0
"478",12,2009,441,"Blue Bell",583.3188,2491,"UniTek USA","PA",265586000,1,"Telecommunications","Philadelphia",-75.2786,40.13,NA,0,0,0
"479",23,2009,788,"Blue Bell",370.7667,80,"Turnberry Solutions","PA",17506671,1,"IT Services","Philadelphia",-75.2786,40.13,NA,0,0,0
"480",104,2009,2584,"Hilltown",115.052,7,"A.F. Alber General Contractor","PA",5318652,1,"Construction","Philadelphia",-75.2377,40.33,NA,0,0,0
"481",187,2009,4569,"Bala Cynwyd",27.376,23,"LearnQuest","PA",5082526,4,"Education","Philadelphia",-75.2173,40.01,NA,0,0,0
"482",135,2009,3427,"Mount Joy",72.1063,94,"HVAC Distributors","PA",39087512,2,"Construction","Lancaster, PA",-75.2121,40.01,NA,0,0,0
"483",174,2009,4312,"Pottstown",38.4831,120,"Traffic Planning and Design(3)","PA",14789703,3,"Engineering","Philadelphia",-75.1674,39.95,NA,0,0,0
"484",91,2009,2261,"Hummelstown",138.0991,58,"Arcus Medica LLC","PA",22062459,4,"Human Resources","Harrisburg-Carlisle, PA",-75.1647,39.95,NA,0,0,0
"485",190,2009,4605,"Pittsburgh",25.7259,13236,"General Nutrition Centers(1)","PA",1656700000,2,"Health","Pittsburgh, PA",-75.1549,39.91,NA,0,0,0
"486",190,2009,4605,"Pittsburgh",25.7259,13236,"General Nutrition Centers(5)","PA",1656700000,2,"Health","Pittsburgh, PA",-75.1533,39.95,NA,0,0,0
"487",90,2009,2257,"Pipersville",138.3101,9,"JW Surety Bonds","PA",2580917,2,"Insurance","Philadelphia",-75.1485,40.39,NA,0,0,0
"488",6,2009,221,"Philadelphia",935.4013,26,"Cities2Night.com","PA",3260458,1,"Media","Philadelphia",-75.1467,39.96,NA,0,0,0
"489",91,2009,2261,"Hummelstown",138.0991,58,"Arcus Medica","PA",22062459,4,"Human Resources","Harrisburg-Carlisle, PA",-75.1449,39.95,NA,0,0,0
"490",190,2009,4605,"Pittsburgh",25.7259,13236,"General Nutrition Centers(3)","PA",1656700000,2,"Health","Pittsburgh, PA",-75.1443,39.93,NA,0,0,0
"491",174,2009,4312,"Pottstown",38.4831,120,"Traffic Planning and Design(5)","PA",14789703,3,"Engineering","Philadelphia",-75.1288,39.95,NA,0,0,0
"492",190,2009,4605,"Pittsburgh",25.7259,13236,"General Nutrition Centers(2)","PA",1656700000,2,"Health","Pittsburgh, PA",-75.12,39.98,NA,0,0,0
"493",190,2009,4605,"Pittsburgh",25.7259,13236,"General Nutrition Centers(4)","PA",1656700000,2,"Health","Pittsburgh, PA",-75.0628,39.9,NA,0,0,0
"494",128,2009,3247,"Southampton",79.887,23,"Digital Color Graphics","PA",3184000,2,"Business Products & Services","Philadelphia",-75.055,40.16,NA,0,0,0
"495",39,2009,1209,"Trevose",263.9412,50,"AirClic","PA",12101015,1,"Software","Philadelphia",-74.9345,40.22,NA,0,0,0
"496",100,2009,2491,"Fort Washington",120.8042,50,"Amtech","PA",7522913,3,"Software","Philadelphia",-74.922,40.08,NA,0,0,0
"497",186,2009,4562,"Langhorne",27.8195,35,"Lodestar Consulting","PA",20060000,2,"IT Services","Philadelphia",-74.9125,40.23,NA,0,0,0
"498",94,2009,2343,"Bristol",130.7229,66,"Advent Design","PA",13234101,3,"Manufacturing","Philadelphia",-74.8521,40.1,NA,0,0,0
